IP,Timestamp,HTTP_Method,URL,HTTP_Status,User_Agent,Referrer,Request_Size_Bytes,Response_Size_Bytes,Session_ID,City
29.123.1.96,2024-06-19 05:53:07,GET,/cart,500,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/4.1),http://www.kelly.com/,932,1491,1be42d4c-2ec7-4fc9-b8a8-4d4938d4aa3c,New York
214.140.33.126,2024-07-22 02:02:18,POST,/products,500,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4; rv:1.9.3.20) Gecko/8497-06-20 23:39:46 Firefox/3.8,https://www.wright-owen.org/,604,4744,322d7009-93a8-4e6b-b978-653def5343bd,Londra
192.243.225.10,2024-07-17 21:55:35,GET,/products,404,Mozilla/5.0 (Windows NT 10.0; ja-JP; rv:1.9.0.20) Gecko/5028-03-07 00:59:28 Firefox/3.8,http://khan.com/,1207,1785,dd8d72b3-32a5-4cd5-95cd-03b5ddb0bc7f,Londra
141.180.251.229,2024-08-17 02:58:09,GET,/home,500,Opera/8.69.(Windows 98; pt-BR) Presto/2.9.176 Version/11.00,https://moore.com/,805,2278,7d81badd-ef9e-46a3-84d9-46bab4eca18e,Diyarbakır
33.157.80.168,2024-05-10 14:49:50,DELETE,/profile,200,Opera/8.83.(X11; Linux i686; byn-ER) Presto/2.9.170 Version/11.00,http://hoffman-jarvis.com/,1080,4922,d47d3542-f870-4cca-b28c-7ad3f891171b,Adana
187.171.220.223,2024-08-08 15:58:41,DELETE,/search,500,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; hu-HU) AppleWebKit/531.34.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6531.34.2",https://www.erickson-pierce.com/,1773,2710,d109e9da-b43f-46ba-8b88-b4dd92280e18,Paris
34.203.238.193,2024-06-18 02:15:14,PUT,/search,500,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/3.0),https://www.wade-gibson.net/,757,3534,f5b62797-45df-4bb4-9eee-2813c369a74f,Diyarbakır
69.90.83.54,2024-06-22 05:21:28,POST,/search,404,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/3.1),http://www.house.com/,913,3629,0c12dcf4-77eb-475f-b36a-a72505d96b74,İzmir
8.79.239.146,2024-08-16 05:14:40,PUT,/contact,404,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_9 rv:2.0; sid-ET) AppleWebKit/534.50.1 (KHTML, like Gecko) Version/4.1 Safari/534.50.1",http://flores-thomas.org/,747,804,c8933a9d-d5db-4682-a6fa-b4bb622f71a4,Tokyo
140.25.222.199,2024-07-02 20:17:39,GET,/profile,500,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_0 rv:4.0; li-NL) AppleWebKit/533.13.5 (KHTML, like Gecko) Version/4.1 Safari/533.13.5",https://henry.net/,1651,2783,88c82a6b-0c27-448b-a3ac-241bbc5969d8,Paris
144.41.160.236,2024-08-15 18:16:50,PUT,/services,403,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_0; rv:1.9.2.20) Gecko/6859-04-20 19:06:28 Firefox/3.6.15,https://heath.com/,963,1993,f7b8ba26-7fa0-4538-b34c-85eef77290e9,Edirne
78.134.123.184,2024-02-04 13:19:55,GET,/about,200,"Mozilla/5.0 (Windows 98) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/19.0.827.0 Safari/535.1",https://aguilar.org/,813,1954,7681fcd7-b6b3-457f-af3f-7269e3ececa5,Bursa
65.250.38.88,2024-01-24 19:47:13,PUT,/search,404,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/5.0),https://www.butler.biz/,1464,3367,7c3fe87b-597f-4e3c-bcc9-14efcf0e5438,İzmir
192.137.77.115,2024-07-25 12:33:56,POST,/contact,200,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/5.0),https://www.hernandez-foster.com/,1647,3727,27f207ad-8ca7-45f3-9b73-702119341b9e,İstanbul
210.224.164.158,2024-08-08 23:25:07,GET,/contact,301,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; ur-PK) AppleWebKit/532.22.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6532.22.5",https://www.lloyd-peters.com/,674,3035,3129feb5-9070-414f-976a-27bce6fafc67,İzmir
44.128.39.126,2024-02-18 03:10:28,POST,/contact,403,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/531.22.6 (KHTML, like Gecko) Version/5.0 Safari/531.22.6",http://www.simpson-rowe.info/,1104,832,b9ac473a-c5e6-427a-98b3-5efcbedce88e,Gaziantep
169.192.221.121,2024-05-15 02:41:06,GET,/home,404,Opera/8.91.(X11; Linux x86_64; dz-BT) Presto/2.9.183 Version/10.00,https://www.golden-reilly.org/,1040,3398,cf195e3e-f214-4167-af61-a8d64ab0e2db,Adana
71.212.180.198,2024-03-12 22:15:52,DELETE,/search,500,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; cy-GB) AppleWebKit/532.16.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6532.16.6",http://www.cook.com/,1161,1475,8f407bd4-95e8-4446-9232-2b52e812c923,Ankara
185.238.71.183,2024-07-11 20:38:53,GET,/blog,404,Opera/9.69.(Windows NT 6.2; sw-KE) Presto/2.9.168 Version/12.00,https://www.thompson.com/,1757,910,5bd58198-c63c-4d86-b50f-5863063c9ec3,Adana
105.108.210.77,2024-04-30 05:31:56,DELETE,/cart,500,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/28.0.897.0 Safari/531.1",http://www.gibson.com/,1252,2056,b14d576f-873f-467c-9d93-0c6c1cfd40b3,New York
177.93.164.255,2024-07-29 21:38:00,POST,/profile,404,Mozilla/5.0 (Windows NT 5.01; kw-GB; rv:1.9.2.20) Gecko/6080-02-01 02:26:29 Firefox/8.0,http://garcia-steele.com/,1468,914,1bab8587-7d8b-4d39-b993-8d86ccec7890,Londra
140.201.109.135,2024-02-23 21:29:46,PUT,/contact,404,"Mozilla/5.0 (Linux; Android 4.1.1) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/56.0.803.0 Safari/534.0",https://butler-torres.com/,590,1456,be75046f-034c-4e60-8d2e-6a11c2f7406b,Bursa
150.73.53.108,2024-05-12 14:42:52,GET,/signup,500,Opera/8.45.(Windows 98; sid-ET) Presto/2.9.180 Version/12.00,https://www.smith.com/,402,3266,e6a31d27-2f09-42e4-963b-12317b6ebd0f,Adana
174.82.78.212,2024-06-28 09:28:04,GET,/profile,200,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/16.0.890.0 Safari/536.1",https://brown-rhodes.net/,1710,1821,cab59593-2bce-4cd0-8375-3f38da6974a7,Edirne
204.103.76.159,2024-02-10 21:13:11,DELETE,/cart,200,"Mozilla/5.0 (Linux; Android 4.4.2) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/34.0.857.0 Safari/534.0",https://www.sullivan-diaz.com/,913,4407,ebbace38-dbb5-4d2f-aae8-b826ed1bb943,Bursa
223.13.145.9,2024-06-05 00:57:54,GET,/home,200,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/4.0),http://www.snyder-ford.org/,604,2104,42fa01d7-272b-4ea6-8e97-8699d21b7157,Bursa
195.177.184.31,2024-06-07 07:34:46,PUT,/services,200,"Mozilla/5.0 (Linux; Android 4.3.1) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/17.0.813.0 Safari/536.0",http://singleton-wood.com/,1883,4761,66423952-7d44-4508-996c-400f8f833d6f,Antalya
159.131.51.177,2024-05-24 13:14:06,PUT,/services,301,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_7; rv:1.9.5.20) Gecko/4640-11-08 11:27:47 Firefox/3.8,http://www.williams.com/,377,1516,3952a770-fb91-4f04-8ddf-38939935eb4d,İzmir
222.36.208.182,2024-06-22 07:11:17,POST,/profile,403,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_5; rv:1.9.5.20) Gecko/5481-09-05 06:16:21 Firefox/14.0,https://stewart-lozano.com/,986,2412,1cc504a2-461d-4021-b18f-81b2fd68ede0,Konya
135.198.112.104,2024-02-27 02:08:05,POST,/search,500,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/28.0.876.0 Safari/535.2",http://www.johnson.com/,942,2082,e3b0e37b-ee32-47bd-ad4c-ee16f1ed0e26,Konya
147.240.186.179,2024-03-30 18:41:25,PUT,/search,403,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_7; rv:1.9.5.20) Gecko/3811-10-26 12:51:11 Firefox/7.0,https://dominguez-griffin.com/,375,4262,f8cda8f3-0319-47b6-827d-38d2c5cf9d16,Konya
197.151.121.62,2024-02-21 12:45:43,DELETE,/home,403,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/61.0.840.0 Mobile/56E126 Safari/536.2",http://chase.com/,645,3730,206f928c-7fa7-44ca-8a51-41ab04bc379a,İzmir
187.75.21.87,2024-07-15 08:32:32,POST,/about,403,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/14.0.818.0 Safari/531.0",http://www.french.com/,855,328,3fc25a16-af6b-4736-a86e-032a549837e1,Antalya
218.177.223.38,2024-03-08 15:12:18,GET,/contact,301,Opera/9.99.(X11; Linux x86_64; os-RU) Presto/2.9.169 Version/12.00,http://www.townsend.com/,273,4064,a60811e5-bc40-4e45-be02-d69a142a8033,İzmir
163.54.53.81,2024-07-21 09:01:33,POST,/about,301,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/4.1),https://www.williams-boyer.com/,755,1942,40c907c1-dd07-4961-ac84-7464d148284b,Paris
151.58.254.243,2024-07-31 05:23:42,POST,/blog,200,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_9 rv:3.0; ps-AF) AppleWebKit/535.50.2 (KHTML, like Gecko) Version/5.0 Safari/535.50.2",http://willis.net/,290,4291,a3ea4a5c-adfc-481e-8112-d5a932ca4793,New York
220.76.98.17,2024-01-11 03:50:55,POST,/login,500,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/3.1),http://tucker.com/,1952,4016,776bf3bd-59a7-486a-bd42-1a5ca032f09a,Antalya
190.220.227.182,2024-02-01 12:11:47,DELETE,/services,500,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/29.0.828.0 Mobile/81T422 Safari/533.1",http://www.carter.com/,983,3918,d8aea60e-b055-4f8e-8446-019ca11ae09a,Antalya
204.163.223.9,2024-05-03 12:44:10,PUT,/about,403,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; fo-FO) AppleWebKit/535.21.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6535.21.6",http://frey-lewis.com/,870,1800,04fb886a-0bd0-4af7-bbf2-a18a1596508a,İstanbul
198.128.1.169,2024-06-12 23:26:43,DELETE,/contact,200,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_0 rv:3.0; nb-NO) AppleWebKit/532.38.3 (KHTML, like Gecko) Version/5.0.5 Safari/532.38.3",http://miles-williams.com/,1059,803,ab5b18b9-b117-47d6-8737-c937f779d577,Bursa
15.117.249.63,2024-05-12 06:32:43,POST,/blog,500,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/3.0),https://www.king-erickson.com/,738,4243,e2a25a82-a764-489e-9591-75aa02e4e3ec,Diyarbakır
136.76.248.121,2024-02-18 23:02:39,POST,/search,403,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/4.1),http://www.armstrong.org/,859,4859,fa6e5754-19fc-4d28-8bc9-99fbd63b1fb2,Edirne
198.47.109.243,2024-06-07 08:00:53,DELETE,/blog,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0 rv:4.0; apn-IN) AppleWebKit/531.32.2 (KHTML, like Gecko) Version/4.0.2 Safari/531.32.2",https://www.smith.com/,1706,2205,bfaea741-dabc-47bb-852f-b99a2c64561c,Tokyo
48.240.228.54,2024-08-15 04:19:31,PUT,/cart,404,"Mozilla/5.0 (Linux; Android 5.1) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/44.0.880.0 Safari/534.2",http://clark.biz/,1856,3647,b29ce76f-ff61-4da4-99bd-c3a260eda2fd,Tokyo
96.162.155.59,2024-01-10 11:13:31,DELETE,/services,500,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/3.0),https://daugherty-sanders.net/,253,1467,fcadb1e3-2b69-4e69-b555-5d6c59e677bf,Ankara
27.248.0.174,2024-08-16 05:50:18,DELETE,/contact,200,Mozilla/5.0 (Android 4.4.2; Mobile; rv:58.0) Gecko/58.0 Firefox/58.0,http://mills-hernandez.com/,1289,2155,7c84ffcf-e042-4550-93f1-3b9fe5f5d7bb,Londra
210.222.182.49,2024-05-29 00:55:08,DELETE,/login,500,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; st-ZA) AppleWebKit/533.11.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6533.11.6",http://chaney.com/,818,2669,38b84559-f60e-4a4c-b341-26fdea2a4fdd,Berlin
216.170.126.50,2024-03-17 14:55:02,DELETE,/contact,500,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; yue-HK) AppleWebKit/535.8.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6535.8.7",http://keith.com/,1073,3883,486b2231-d468-4086-a9ef-74ddf917b82b,Diyarbakır
32.213.145.153,2024-07-01 21:37:51,PUT,/about,404,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/17.0.819.0 Safari/536.1",http://www.hernandez-white.com/,475,713,39ac84d6-5d4d-4436-bc6b-7c54b969542a,Tokyo
92.140.210.110,2024-01-11 13:35:42,PUT,/checkout,200,Opera/9.12.(X11; Linux i686; so-DJ) Presto/2.9.163 Version/11.00,https://www.williams-nash.com/,1287,2053,8bc51792-1b67-4a06-bc71-2c9e778c3ad1,Gaziantep
138.248.86.55,2024-03-28 14:55:47,POST,/blog,404,Opera/9.50.(X11; Linux i686; st-ZA) Presto/2.9.177 Version/10.00,http://greene.info/,505,279,9c4595a2-1b92-4391-b1fe-539657980989,Bursa
217.182.201.122,2024-05-17 15:32:26,POST,/login,200,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/48.0.851.0 Safari/533.0",http://www.cuevas.net/,1405,3109,241335f6-4695-4d00-bad8-cd4c1cfcf4a0,Edirne
204.27.74.122,2024-03-12 08:49:48,POST,/checkout,403,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/535.34.4 (KHTML, like Gecko) Version/5.0.1 Safari/535.34.4",https://stanley.com/,1378,3535,72517933-ee2f-4768-87a7-be50dd573275,Adana
39.101.174.31,2024-03-09 07:38:12,GET,/checkout,200,Opera/8.95.(X11; Linux x86_64; sid-ET) Presto/2.9.183 Version/10.00,https://campbell-wolfe.com/,1161,1079,56dc365e-27c7-4418-99bc-970e9d831d0f,Antalya
51.68.16.11,2024-02-19 01:27:44,PUT,/signup,301,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/6066-05-04 09:26:07 Firefox/3.6.13,https://allen-kelly.net/,1443,253,8f2cd8fe-9fc2-42b8-8e26-b80779f6f9d0,New York
207.128.90.139,2024-04-30 08:34:30,PUT,/cart,301,Mozilla/5.0 (Android 2.3.4; Mobile; rv:46.0) Gecko/46.0 Firefox/46.0,http://www.pierce-dickson.com/,914,3904,2fb623f8-6241-4879-9445-32795851f619,Adana
176.126.255.93,2024-08-06 10:00:18,PUT,/products,500,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/5.0),http://allen-brown.com/,1686,2411,b9210c8b-31c7-471c-a560-0414a1b4fae0,Adana
164.132.7.109,2024-02-29 17:33:26,PUT,/home,301,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/5.1),https://krause-roberts.com/,1087,2033,f2731990-076a-4655-87f0-4e6131701dfe,Berlin
194.128.1.67,2024-02-22 04:16:14,GET,/login,500,"Mozilla/5.0 (Linux; Android 4.4.1) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/54.0.865.0 Safari/531.2",https://evans.com/,693,1812,590d4017-9476-4f15-afb3-30ecf1c67354,Adana
198.170.82.99,2024-01-16 18:42:43,POST,/checkout,403,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/5.0),http://www.carson.com/,622,1157,9d916ca0-51c8-4ab7-903f-f2a4c6ed2ba4,Tokyo
219.161.103.246,2024-04-24 22:14:42,DELETE,/cart,404,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) CriOS/14.0.811.0 Mobile/45E046 Safari/531.0",https://www.medina.info/,1430,3936,94e8daa9-c5a0-4657-aad6-0c8192a1577b,Ankara
143.82.42.164,2024-01-24 10:48:38,PUT,/contact,404,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/18.0.834.0 Safari/536.0",https://www.lane-grimes.com/,1737,3189,918f4e08-238d-4ff3-a8b7-a903d94a9fee,Edirne
58.255.197.0,2024-07-18 18:11:07,POST,/login,403,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_3; rv:1.9.3.20) Gecko/9863-10-13 10:39:29 Firefox/3.8,http://www.tran-gould.com/,345,4143,a99f3973-5e33-4a98-ae85-1d227bc58ce1,Adana
171.61.25.218,2024-02-02 06:46:14,GET,/services,200,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/29.0.881.0 Safari/532.0",http://smith-mason.com/,178,1337,6a39e9c1-e672-44b0-855b-7a1c2d61e897,Antalya
36.52.73.172,2024-06-25 21:14:00,POST,/contact,500,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/42.0.825.0 Mobile/23R180 Safari/533.2",https://www.dominguez.com/,1532,4006,2525c17f-b5c5-477c-87db-081fd4d050f6,Bursa
112.109.223.255,2024-01-20 00:47:18,GET,/home,200,Opera/9.70.(Windows NT 5.01; en-ZW) Presto/2.9.167 Version/10.00,https://walker.info/,1813,4129,2bd13fbe-acc3-4f9e-8d5b-708da8e4abd2,Antalya
201.108.235.174,2024-03-16 08:09:34,POST,/signup,200,Opera/9.99.(X11; Linux i686; sd-IN) Presto/2.9.188 Version/10.00,https://morales-roberts.org/,1209,750,df22e264-8ce6-453a-a9d6-c9f36b789b41,Diyarbakır
183.225.237.146,2024-06-04 22:12:51,PUT,/blog,404,Opera/9.24.(X11; Linux x86_64; ckb-IQ) Presto/2.9.181 Version/10.00,http://www.white.net/,1170,2307,9e5fafb3-8171-4e07-b922-1c12c6cbd1f6,Diyarbakır
114.65.129.197,2024-06-11 07:33:08,POST,/services,404,Opera/8.27.(Windows NT 6.0; km-KH) Presto/2.9.173 Version/10.00,https://reese.com/,1946,1731,e6c4909f-1c8e-4ef9-9a28-c16f29e438fa,New York
9.201.223.105,2024-04-15 21:51:57,DELETE,/search,404,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/18.3g5469.0 Mobile/11E948 Safari/532.0",http://thompson.com/,326,202,76b2d9a8-894a-4991-8452-aa5b99cf8d33,Bursa
159.149.163.91,2024-04-06 15:16:22,PUT,/contact,500,Opera/8.13.(Windows NT 10.0; de-LI) Presto/2.9.178 Version/10.00,http://www.warren-kirk.com/,1551,1251,fae9c39f-d88c-4469-8c45-31a7f560800e,Londra
214.210.186.251,2024-03-09 00:28:47,PUT,/profile,500,Mozilla/5.0 (Windows NT 6.2; ast-ES; rv:1.9.0.20) Gecko/7061-08-23 21:22:29 Firefox/3.6.19,https://www.grant.com/,1827,3817,b141f13a-8e16-4c9c-b23e-72bd0b2d9aae,Paris
221.204.144.222,2024-07-04 07:00:13,POST,/checkout,500,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_5) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/44.0.897.0 Safari/531.1",http://duncan.com/,851,1749,42ddbccd-5521-43f3-949a-67c4718f51aa,Paris
180.158.128.77,2024-01-04 01:48:46,GET,/home,200,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/4.0),http://www.lopez.info/,466,2033,8cc0e4e9-8629-4b99-9f49-8db5cebe78b8,Ankara
149.95.39.9,2024-08-14 04:53:09,GET,/login,500,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/3.1),https://reyes-lawrence.biz/,1152,502,c32591fa-19fb-46f8-98d1-0de4f79fb9db,Gaziantep
108.60.234.38,2024-06-27 19:34:00,DELETE,/home,200,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/3.0),https://www.phillips.com/,1446,3307,dbc343da-5694-442c-8613-a50a6b6ea365,Edirne
139.244.102.222,2024-05-18 02:20:33,POST,/search,403,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2080-05-17 21:44:21 Firefox/8.0,https://www.hendricks.com/,698,4224,7e71a458-1624-4db5-a402-4e7605ed4603,Paris
194.138.112.157,2024-04-15 21:55:03,GET,/search,200,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/3.0),https://rice-galvan.com/,1747,4815,0d8f5e9b-ae8e-4856-8228-11492b602f24,Diyarbakır
14.206.224.51,2024-06-28 13:13:05,DELETE,/search,301,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/3.1),https://walters.com/,1227,3888,cdca0163-8707-405a-a487-8b9a2264d499,Ankara
222.167.187.57,2024-03-27 05:58:17,POST,/contact,301,Mozilla/5.0 (Windows 98; nb-NO; rv:1.9.2.20) Gecko/4325-02-25 02:27:22 Firefox/3.6.17,http://freeman-walls.org/,1650,4623,96e3fbab-1d4c-4b9c-9a30-15387a49ec00,Konya
196.13.64.52,2024-05-28 20:15:08,POST,/blog,500,Opera/9.14.(X11; Linux x86_64; li-NL) Presto/2.9.178 Version/11.00,https://www.flores-hodge.org/,751,444,bb4d354d-179e-4b94-80bd-b73709171875,Gaziantep
220.255.62.76,2024-07-21 10:34:52,DELETE,/search,404,Opera/9.87.(Windows NT 5.0; he-IL) Presto/2.9.188 Version/11.00,https://montgomery-wilkins.com/,1641,3470,735d6c54-46fc-468b-a662-790db5bb8dc5,Londra
68.160.45.170,2024-05-20 14:06:00,GET,/signup,404,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/3.0),http://anderson-francis.com/,269,1041,94d51071-d657-4e76-b55d-2dbec2587413,Konya
23.230.190.11,2024-04-29 02:28:58,PUT,/signup,500,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_9; rv:1.9.5.20) Gecko/6032-02-07 17:44:20 Firefox/3.6.9,http://www.roth.com/,824,4821,a789f06e-c5fb-4db5-8c61-54bed365b934,Antalya
3.242.3.103,2024-03-18 11:00:01,GET,/signup,200,Opera/8.11.(Windows NT 5.1; ms-MY) Presto/2.9.179 Version/12.00,https://www.pham-wright.org/,128,1494,f82790b9-94a2-4baf-8bdf-22501b8dabd9,Tokyo
208.177.189.15,2024-06-29 13:38:45,DELETE,/signup,500,Opera/8.35.(X11; Linux i686; ts-ZA) Presto/2.9.160 Version/12.00,http://smith-yoder.com/,1732,266,dd702ca6-26e5-43d5-aac8-ed530c5ab297,Edirne
59.73.84.95,2024-06-07 01:37:32,DELETE,/contact,500,Opera/8.54.(X11; Linux x86_64; id-ID) Presto/2.9.186 Version/12.00,https://johnson.info/,475,500,00d37739-3f38-4681-8393-49e615898d13,Diyarbakır
179.237.185.181,2024-08-15 16:54:37,DELETE,/contact,403,Opera/9.84.(X11; Linux i686; cv-RU) Presto/2.9.168 Version/10.00,http://horton.info/,135,4219,4bb798a5-22b9-4978-ad8e-a274dccb2cde,Diyarbakır
216.104.48.0,2024-02-23 11:52:42,DELETE,/login,500,Mozilla/5.0 (Android 5.1.1; Mobile; rv:49.0) Gecko/49.0 Firefox/49.0,http://www.romero-gomez.com/,887,4618,5bea3391-522f-4977-b009-05cb761d77c6,Antalya
192.113.86.153,2024-05-02 02:05:23,DELETE,/login,200,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/4.1),https://lewis-ramsey.com/,995,2843,bdd52655-8147-418b-8c6a-fa84bdfc33e9,İstanbul
219.14.151.113,2024-05-11 11:46:47,GET,/signup,403,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/8767-04-27 22:23:57 Firefox/12.0,http://edwards.com/,1950,2795,372724cf-b477-4d46-ad54-f438fcb8ee53,Ankara
219.6.211.105,2024-06-29 15:45:24,GET,/about,404,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/535.1.6 (KHTML, like Gecko) Version/4.0 Safari/535.1.6",http://www.perez.com/,817,205,c86d80e4-709b-4ed1-bf3d-a2edad2d3d01,Bursa
179.45.65.1,2024-05-22 17:42:30,POST,/search,200,Opera/9.44.(Windows NT 5.01; ik-CA) Presto/2.9.168 Version/11.00,http://www.smith.com/,261,4408,b0854389-eee6-4453-9a56-6a810bcc97dc,Bursa
131.96.217.179,2024-03-21 10:10:05,GET,/search,200,"Mozilla/5.0 (Linux; Android 4.0.1) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/59.0.814.0 Safari/533.0",https://www.smith.org/,1036,4012,21b12f76-2570-4206-b3af-56a21a2ba0ad,Tokyo
93.248.129.28,2024-01-14 01:49:40,GET,/checkout,200,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/6971-11-14 21:33:17 Firefox/3.8,http://www.riggs.com/,941,3536,dde5ac3d-4346-4ca4-bc2c-77fe278d3f2c,Gaziantep
199.43.31.255,2024-05-22 03:08:39,GET,/signup,200,Mozilla/5.0 (Windows 98; ckb-IQ; rv:1.9.1.20) Gecko/3819-04-05 20:25:15 Firefox/3.6.18,https://www.wong.com/,1242,3122,20baeb41-7bd6-4616-9825-cd428b5d6370,Konya
183.66.106.79,2024-07-19 02:42:22,POST,/profile,403,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/534.21.1 (KHTML, like Gecko) Version/4.0.1 Safari/534.21.1",http://cook.com/,1867,4930,12231744-f1cb-4093-a794-61feb634fd86,Ankara
206.87.180.51,2024-06-24 20:40:27,PUT,/contact,500,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/4.1),https://www.myers.com/,175,3168,d1caeec3-04f4-4673-b98c-dae44cf6f330,Gaziantep
40.190.200.117,2024-02-27 09:10:08,GET,/cart,403,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_1) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/41.0.815.0 Safari/532.1",https://www.thompson.com/,530,1785,6bf7c9ed-acbd-4718-8100-98ede50e9619,Berlin
